FileName,Count
C:/Users/Manav/our_dataset/train_data\1\127.json,25
C:/Users/Manav/our_dataset/train_data\1\128.json,25
C:/Users/Manav/our_dataset/train_data\1\129.json,25
C:/Users/Manav/our_dataset/train_data\1\130.json,25
C:/Users/Manav/our_dataset/train_data\1\131.json,25
C:/Users/Manav/our_dataset/train_data\1\132.json,25
C:/Users/Manav/our_dataset/train_data\1\133.json,25
C:/Users/Manav/our_dataset/train_data\1\134.json,25
C:/Users/Manav/our_dataset/train_data\1\135.json,25
C:/Users/Manav/our_dataset/train_data\1\136.json,24
C:/Users/Manav/our_dataset/train_data\1\137.json,24
C:/Users/Manav/our_dataset/train_data\1\138.json,24
C:/Users/Manav/our_dataset/train_data\1\139.json,24
C:/Users/Manav/our_dataset/train_data\1\140.json,24
C:/Users/Manav/our_dataset/train_data\1\141.json,24
C:/Users/Manav/our_dataset/train_data\1\142.json,24
C:/Users/Manav/our_dataset/train_data\1\143.json,24
C:/Users/Manav/our_dataset/train_data\1\144.json,24
C:/Users/Manav/our_dataset/train_data\1\145.json,24
C:/Users/Manav/our_dataset/train_data\1\146.json,24
C:/Users/Manav/our_dataset/train_data\1\147.json,24
C:/Users/Manav/our_dataset/train_data\1\148.json,24
C:/Users/Manav/our_dataset/train_data\1\149.json,24
C:/Users/Manav/our_dataset/train_data\1\150.json,24
C:/Users/Manav/our_dataset/train_data\11\001.json,26
C:/Users/Manav/our_dataset/train_data\11\002.json,26
C:/Users/Manav/our_dataset/train_data\11\003.json,26
C:/Users/Manav/our_dataset/train_data\11\004.json,26
C:/Users/Manav/our_dataset/train_data\11\005.json,26
C:/Users/Manav/our_dataset/train_data\11\006.json,26
C:/Users/Manav/our_dataset/train_data\11\007.json,26
C:/Users/Manav/our_dataset/train_data\11\008.json,26
C:/Users/Manav/our_dataset/train_data\11\009.json,26
C:/Users/Manav/our_dataset/train_data\11\010.json,27
C:/Users/Manav/our_dataset/train_data\11\011.json,27
C:/Users/Manav/our_dataset/train_data\11\012.json,27
C:/Users/Manav/our_dataset/train_data\11\013.json,27
C:/Users/Manav/our_dataset/train_data\11\014.json,27
C:/Users/Manav/our_dataset/train_data\11\015.json,27
C:/Users/Manav/our_dataset/train_data\11\016.json,27
C:/Users/Manav/our_dataset/train_data\11\017.json,27
C:/Users/Manav/our_dataset/train_data\11\018.json,27
C:/Users/Manav/our_dataset/train_data\11\019.json,27
C:/Users/Manav/our_dataset/train_data\11\020.json,27
C:/Users/Manav/our_dataset/train_data\11\021.json,27
C:/Users/Manav/our_dataset/train_data\11\022.json,27
C:/Users/Manav/our_dataset/train_data\11\023.json,27
C:/Users/Manav/our_dataset/train_data\11\024.json,27
C:/Users/Manav/our_dataset/train_data\11\025.json,27
C:/Users/Manav/our_dataset/train_data\11\026.json,27
C:/Users/Manav/our_dataset/train_data\11\027.json,27
C:/Users/Manav/our_dataset/train_data\11\028.json,27
C:/Users/Manav/our_dataset/train_data\11\029.json,28
C:/Users/Manav/our_dataset/train_data\11\030.json,28
C:/Users/Manav/our_dataset/train_data\11\031.json,28
C:/Users/Manav/our_dataset/train_data\11\032.json,28
C:/Users/Manav/our_dataset/train_data\11\033.json,28
C:/Users/Manav/our_dataset/train_data\11\034.json,28
C:/Users/Manav/our_dataset/train_data\11\035.json,28
C:/Users/Manav/our_dataset/train_data\11\036.json,28
C:/Users/Manav/our_dataset/train_data\11\037.json,28
C:/Users/Manav/our_dataset/train_data\11\038.json,28
C:/Users/Manav/our_dataset/train_data\11\039.json,28
C:/Users/Manav/our_dataset/train_data\11\040.json,28
C:/Users/Manav/our_dataset/train_data\11\041.json,28
C:/Users/Manav/our_dataset/train_data\11\042.json,28
C:/Users/Manav/our_dataset/train_data\11\043.json,28
C:/Users/Manav/our_dataset/train_data\11\044.json,28
C:/Users/Manav/our_dataset/train_data\11\045.json,28
C:/Users/Manav/our_dataset/train_data\11\046.json,28
C:/Users/Manav/our_dataset/train_data\11\047.json,28
C:/Users/Manav/our_dataset/train_data\11\048.json,28
C:/Users/Manav/our_dataset/train_data\11\049.json,28
C:/Users/Manav/our_dataset/train_data\11\050.json,28
C:/Users/Manav/our_dataset/train_data\11\051.json,28
C:/Users/Manav/our_dataset/train_data\11\052.json,28
C:/Users/Manav/our_dataset/train_data\11\053.json,29
C:/Users/Manav/our_dataset/train_data\11\054.json,29
C:/Users/Manav/our_dataset/train_data\11\055.json,29
C:/Users/Manav/our_dataset/train_data\11\056.json,29
C:/Users/Manav/our_dataset/train_data\11\057.json,29
C:/Users/Manav/our_dataset/train_data\11\058.json,29
C:/Users/Manav/our_dataset/train_data\11\059.json,29
C:/Users/Manav/our_dataset/train_data\11\060.json,29
C:/Users/Manav/our_dataset/train_data\11\061.json,30
C:/Users/Manav/our_dataset/train_data\11\062.json,30
C:/Users/Manav/our_dataset/train_data\11\063.json,30
C:/Users/Manav/our_dataset/train_data\11\064.json,30
C:/Users/Manav/our_dataset/train_data\11\065.json,30
C:/Users/Manav/our_dataset/train_data\11\066.json,30
C:/Users/Manav/our_dataset/train_data\11\067.json,30
C:/Users/Manav/our_dataset/train_data\11\068.json,30
C:/Users/Manav/our_dataset/train_data\11\069.json,30
C:/Users/Manav/our_dataset/train_data\11\070.json,30
C:/Users/Manav/our_dataset/train_data\11\071.json,30
C:/Users/Manav/our_dataset/train_data\11\072.json,30
C:/Users/Manav/our_dataset/train_data\11\073.json,30
C:/Users/Manav/our_dataset/train_data\11\074.json,30
C:/Users/Manav/our_dataset/train_data\11\075.json,30
C:/Users/Manav/our_dataset/train_data\11\076.json,30
C:/Users/Manav/our_dataset/train_data\11\077.json,30
C:/Users/Manav/our_dataset/train_data\11\078.json,30
C:/Users/Manav/our_dataset/train_data\11\079.json,30
C:/Users/Manav/our_dataset/train_data\11\080.json,29
C:/Users/Manav/our_dataset/train_data\11\081.json,29
C:/Users/Manav/our_dataset/train_data\11\082.json,29
C:/Users/Manav/our_dataset/train_data\11\083.json,29
C:/Users/Manav/our_dataset/train_data\11\084.json,28
C:/Users/Manav/our_dataset/train_data\11\085.json,28
C:/Users/Manav/our_dataset/train_data\11\086.json,28
C:/Users/Manav/our_dataset/train_data\11\087.json,28
C:/Users/Manav/our_dataset/train_data\11\088.json,28
C:/Users/Manav/our_dataset/train_data\11\089.json,28
C:/Users/Manav/our_dataset/train_data\11\090.json,28
C:/Users/Manav/our_dataset/train_data\11\091.json,28
C:/Users/Manav/our_dataset/train_data\11\092.json,28
C:/Users/Manav/our_dataset/train_data\11\093.json,28
C:/Users/Manav/our_dataset/train_data\11\094.json,27
C:/Users/Manav/our_dataset/train_data\11\095.json,28
C:/Users/Manav/our_dataset/train_data\11\096.json,29
C:/Users/Manav/our_dataset/train_data\11\097.json,29
C:/Users/Manav/our_dataset/train_data\11\098.json,29
C:/Users/Manav/our_dataset/train_data\11\099.json,29
C:/Users/Manav/our_dataset/train_data\11\100.json,29
C:/Users/Manav/our_dataset/train_data\11\101.json,29
C:/Users/Manav/our_dataset/train_data\11\102.json,28
C:/Users/Manav/our_dataset/train_data\11\103.json,28
C:/Users/Manav/our_dataset/train_data\11\104.json,28
C:/Users/Manav/our_dataset/train_data\11\105.json,28
C:/Users/Manav/our_dataset/train_data\11\106.json,28
C:/Users/Manav/our_dataset/train_data\11\107.json,28
C:/Users/Manav/our_dataset/train_data\11\108.json,28
C:/Users/Manav/our_dataset/train_data\11\109.json,28
C:/Users/Manav/our_dataset/train_data\11\110.json,28
C:/Users/Manav/our_dataset/train_data\11\111.json,28
C:/Users/Manav/our_dataset/train_data\11\112.json,28
C:/Users/Manav/our_dataset/train_data\11\113.json,28
C:/Users/Manav/our_dataset/train_data\11\114.json,28
C:/Users/Manav/our_dataset/train_data\11\115.json,28
C:/Users/Manav/our_dataset/train_data\11\116.json,28
C:/Users/Manav/our_dataset/train_data\11\117.json,28
C:/Users/Manav/our_dataset/train_data\11\118.json,28
C:/Users/Manav/our_dataset/train_data\11\119.json,28
C:/Users/Manav/our_dataset/train_data\11\120.json,28
C:/Users/Manav/our_dataset/train_data\11\121.json,28
C:/Users/Manav/our_dataset/train_data\11\122.json,28
C:/Users/Manav/our_dataset/train_data\11\123.json,28
C:/Users/Manav/our_dataset/train_data\11\124.json,28
C:/Users/Manav/our_dataset/train_data\11\125.json,28
C:/Users/Manav/our_dataset/train_data\11\126.json,28
C:/Users/Manav/our_dataset/train_data\11\127.json,28
C:/Users/Manav/our_dataset/train_data\11\128.json,28
C:/Users/Manav/our_dataset/train_data\11\129.json,28
C:/Users/Manav/our_dataset/train_data\11\130.json,28
C:/Users/Manav/our_dataset/train_data\11\131.json,28
C:/Users/Manav/our_dataset/train_data\11\132.json,28
C:/Users/Manav/our_dataset/train_data\11\133.json,28
C:/Users/Manav/our_dataset/train_data\11\134.json,28
C:/Users/Manav/our_dataset/train_data\11\135.json,28
C:/Users/Manav/our_dataset/train_data\11\136.json,29
C:/Users/Manav/our_dataset/train_data\11\137.json,29
C:/Users/Manav/our_dataset/train_data\11\138.json,29
C:/Users/Manav/our_dataset/train_data\11\139.json,29
C:/Users/Manav/our_dataset/train_data\11\140.json,29
C:/Users/Manav/our_dataset/train_data\11\141.json,28
C:/Users/Manav/our_dataset/train_data\11\142.json,29
C:/Users/Manav/our_dataset/train_data\11\143.json,29
C:/Users/Manav/our_dataset/train_data\11\144.json,29
C:/Users/Manav/our_dataset/train_data\11\145.json,29
C:/Users/Manav/our_dataset/train_data\11\146.json,29
C:/Users/Manav/our_dataset/train_data\11\147.json,29
C:/Users/Manav/our_dataset/train_data\11\148.json,29
C:/Users/Manav/our_dataset/train_data\11\149.json,28
C:/Users/Manav/our_dataset/train_data\11\150.json,28
C:/Users/Manav/our_dataset/train_data\12\001.json,23
C:/Users/Manav/our_dataset/train_data\12\002.json,23
C:/Users/Manav/our_dataset/train_data\12\003.json,23
C:/Users/Manav/our_dataset/train_data\12\004.json,23
C:/Users/Manav/our_dataset/train_data\12\005.json,23
C:/Users/Manav/our_dataset/train_data\12\006.json,23
C:/Users/Manav/our_dataset/train_data\12\007.json,23
C:/Users/Manav/our_dataset/train_data\12\008.json,23
C:/Users/Manav/our_dataset/train_data\12\009.json,23
C:/Users/Manav/our_dataset/train_data\12\010.json,23
C:/Users/Manav/our_dataset/train_data\12\011.json,22
C:/Users/Manav/our_dataset/train_data\12\012.json,22
C:/Users/Manav/our_dataset/train_data\12\013.json,22
C:/Users/Manav/our_dataset/train_data\12\014.json,22
C:/Users/Manav/our_dataset/train_data\12\015.json,22
C:/Users/Manav/our_dataset/train_data\12\016.json,22
C:/Users/Manav/our_dataset/train_data\12\017.json,22
C:/Users/Manav/our_dataset/train_data\12\018.json,22
C:/Users/Manav/our_dataset/train_data\12\019.json,22
C:/Users/Manav/our_dataset/train_data\12\020.json,22
C:/Users/Manav/our_dataset/train_data\12\021.json,22
C:/Users/Manav/our_dataset/train_data\12\022.json,22
C:/Users/Manav/our_dataset/train_data\12\023.json,22
C:/Users/Manav/our_dataset/train_data\12\024.json,22
C:/Users/Manav/our_dataset/train_data\12\025.json,22
C:/Users/Manav/our_dataset/train_data\12\026.json,23
C:/Users/Manav/our_dataset/train_data\12\027.json,23
C:/Users/Manav/our_dataset/train_data\12\028.json,24
C:/Users/Manav/our_dataset/train_data\12\029.json,24
C:/Users/Manav/our_dataset/train_data\12\030.json,24
C:/Users/Manav/our_dataset/train_data\12\031.json,23
C:/Users/Manav/our_dataset/train_data\12\032.json,23
C:/Users/Manav/our_dataset/train_data\12\033.json,23
C:/Users/Manav/our_dataset/train_data\12\034.json,23
C:/Users/Manav/our_dataset/train_data\12\035.json,23
C:/Users/Manav/our_dataset/train_data\12\036.json,23
C:/Users/Manav/our_dataset/train_data\12\037.json,23
C:/Users/Manav/our_dataset/train_data\12\038.json,23
C:/Users/Manav/our_dataset/train_data\12\039.json,23
C:/Users/Manav/our_dataset/train_data\12\040.json,23
C:/Users/Manav/our_dataset/train_data\12\041.json,23
C:/Users/Manav/our_dataset/train_data\12\042.json,23
C:/Users/Manav/our_dataset/train_data\12\043.json,23
C:/Users/Manav/our_dataset/train_data\12\044.json,23
C:/Users/Manav/our_dataset/train_data\12\045.json,23
C:/Users/Manav/our_dataset/train_data\12\046.json,23
C:/Users/Manav/our_dataset/train_data\12\047.json,23
C:/Users/Manav/our_dataset/train_data\12\048.json,23
C:/Users/Manav/our_dataset/train_data\12\049.json,23
C:/Users/Manav/our_dataset/train_data\12\050.json,23
C:/Users/Manav/our_dataset/train_data\12\051.json,23
C:/Users/Manav/our_dataset/train_data\12\052.json,23
C:/Users/Manav/our_dataset/train_data\12\053.json,23
C:/Users/Manav/our_dataset/train_data\12\054.json,23
C:/Users/Manav/our_dataset/train_data\12\055.json,23
C:/Users/Manav/our_dataset/train_data\12\056.json,22
C:/Users/Manav/our_dataset/train_data\12\057.json,22
C:/Users/Manav/our_dataset/train_data\12\058.json,22
C:/Users/Manav/our_dataset/train_data\12\059.json,22
C:/Users/Manav/our_dataset/train_data\12\060.json,22
C:/Users/Manav/our_dataset/train_data\12\061.json,22
C:/Users/Manav/our_dataset/train_data\12\062.json,22
C:/Users/Manav/our_dataset/train_data\12\063.json,22
C:/Users/Manav/our_dataset/train_data\12\064.json,22
C:/Users/Manav/our_dataset/train_data\12\065.json,21
C:/Users/Manav/our_dataset/train_data\12\066.json,21
C:/Users/Manav/our_dataset/train_data\12\067.json,21
C:/Users/Manav/our_dataset/train_data\12\068.json,21
C:/Users/Manav/our_dataset/train_data\12\069.json,21
C:/Users/Manav/our_dataset/train_data\12\070.json,21
C:/Users/Manav/our_dataset/train_data\12\071.json,21
C:/Users/Manav/our_dataset/train_data\12\072.json,21
C:/Users/Manav/our_dataset/train_data\12\073.json,21
C:/Users/Manav/our_dataset/train_data\12\074.json,21
C:/Users/Manav/our_dataset/train_data\12\075.json,21
C:/Users/Manav/our_dataset/train_data\12\076.json,21
C:/Users/Manav/our_dataset/train_data\12\077.json,21
C:/Users/Manav/our_dataset/train_data\12\078.json,21
C:/Users/Manav/our_dataset/train_data\12\079.json,21
C:/Users/Manav/our_dataset/train_data\12\080.json,22
C:/Users/Manav/our_dataset/train_data\12\081.json,23
C:/Users/Manav/our_dataset/train_data\12\082.json,23
C:/Users/Manav/our_dataset/train_data\12\083.json,23
C:/Users/Manav/our_dataset/train_data\12\084.json,23
C:/Users/Manav/our_dataset/train_data\12\085.json,23
C:/Users/Manav/our_dataset/train_data\12\086.json,23
C:/Users/Manav/our_dataset/train_data\12\087.json,23
C:/Users/Manav/our_dataset/train_data\12\088.json,23
C:/Users/Manav/our_dataset/train_data\12\089.json,23
C:/Users/Manav/our_dataset/train_data\12\090.json,24
C:/Users/Manav/our_dataset/train_data\12\091.json,25
C:/Users/Manav/our_dataset/train_data\12\092.json,25
C:/Users/Manav/our_dataset/train_data\12\093.json,25
C:/Users/Manav/our_dataset/train_data\12\094.json,26
C:/Users/Manav/our_dataset/train_data\12\095.json,25
C:/Users/Manav/our_dataset/train_data\12\096.json,25
C:/Users/Manav/our_dataset/train_data\12\097.json,25
C:/Users/Manav/our_dataset/train_data\12\098.json,25
C:/Users/Manav/our_dataset/train_data\12\099.json,25
C:/Users/Manav/our_dataset/train_data\12\100.json,25
C:/Users/Manav/our_dataset/train_data\12\101.json,25
C:/Users/Manav/our_dataset/train_data\12\102.json,25
C:/Users/Manav/our_dataset/train_data\12\103.json,25
C:/Users/Manav/our_dataset/train_data\12\104.json,25
C:/Users/Manav/our_dataset/train_data\12\105.json,25
C:/Users/Manav/our_dataset/train_data\12\106.json,26
C:/Users/Manav/our_dataset/train_data\12\107.json,26
C:/Users/Manav/our_dataset/train_data\12\108.json,26
C:/Users/Manav/our_dataset/train_data\12\109.json,26
C:/Users/Manav/our_dataset/train_data\12\110.json,26
C:/Users/Manav/our_dataset/train_data\12\111.json,26
C:/Users/Manav/our_dataset/train_data\12\112.json,26
C:/Users/Manav/our_dataset/train_data\12\113.json,26
C:/Users/Manav/our_dataset/train_data\12\114.json,26
C:/Users/Manav/our_dataset/train_data\12\115.json,26
C:/Users/Manav/our_dataset/train_data\12\116.json,26
C:/Users/Manav/our_dataset/train_data\12\117.json,26
C:/Users/Manav/our_dataset/train_data\12\118.json,25
C:/Users/Manav/our_dataset/train_data\12\119.json,25
C:/Users/Manav/our_dataset/train_data\12\120.json,25
C:/Users/Manav/our_dataset/train_data\12\121.json,24
C:/Users/Manav/our_dataset/train_data\12\122.json,24
C:/Users/Manav/our_dataset/train_data\12\123.json,24
C:/Users/Manav/our_dataset/train_data\12\124.json,23
C:/Users/Manav/our_dataset/train_data\12\125.json,24
C:/Users/Manav/our_dataset/train_data\12\126.json,24
C:/Users/Manav/our_dataset/train_data\12\127.json,24
C:/Users/Manav/our_dataset/train_data\12\128.json,24
C:/Users/Manav/our_dataset/train_data\12\129.json,24
C:/Users/Manav/our_dataset/train_data\12\130.json,24
C:/Users/Manav/our_dataset/train_data\12\131.json,24
C:/Users/Manav/our_dataset/train_data\12\132.json,24
C:/Users/Manav/our_dataset/train_data\12\133.json,24
C:/Users/Manav/our_dataset/train_data\12\134.json,24
C:/Users/Manav/our_dataset/train_data\12\135.json,24
C:/Users/Manav/our_dataset/train_data\12\136.json,24
C:/Users/Manav/our_dataset/train_data\12\137.json,24
C:/Users/Manav/our_dataset/train_data\12\138.json,25
C:/Users/Manav/our_dataset/train_data\12\139.json,25
C:/Users/Manav/our_dataset/train_data\12\140.json,25
C:/Users/Manav/our_dataset/train_data\12\141.json,24
C:/Users/Manav/our_dataset/train_data\12\142.json,24
C:/Users/Manav/our_dataset/train_data\12\143.json,24
C:/Users/Manav/our_dataset/train_data\12\144.json,24
C:/Users/Manav/our_dataset/train_data\12\145.json,24
C:/Users/Manav/our_dataset/train_data\12\146.json,24
C:/Users/Manav/our_dataset/train_data\12\147.json,24
C:/Users/Manav/our_dataset/train_data\12\148.json,24
C:/Users/Manav/our_dataset/train_data\12\149.json,24
C:/Users/Manav/our_dataset/train_data\12\150.json,24
C:/Users/Manav/our_dataset/train_data\13\001.json,26
C:/Users/Manav/our_dataset/train_data\13\002.json,26
C:/Users/Manav/our_dataset/train_data\13\003.json,26
C:/Users/Manav/our_dataset/train_data\13\004.json,26
C:/Users/Manav/our_dataset/train_data\13\005.json,25
C:/Users/Manav/our_dataset/train_data\13\006.json,25
C:/Users/Manav/our_dataset/train_data\13\007.json,24
C:/Users/Manav/our_dataset/train_data\13\008.json,24
C:/Users/Manav/our_dataset/train_data\13\009.json,24
C:/Users/Manav/our_dataset/train_data\13\010.json,24
C:/Users/Manav/our_dataset/train_data\13\011.json,25
C:/Users/Manav/our_dataset/train_data\13\012.json,25
C:/Users/Manav/our_dataset/train_data\13\013.json,25
C:/Users/Manav/our_dataset/train_data\13\014.json,25
C:/Users/Manav/our_dataset/train_data\13\015.json,25
C:/Users/Manav/our_dataset/train_data\13\016.json,25
C:/Users/Manav/our_dataset/train_data\13\017.json,25
C:/Users/Manav/our_dataset/train_data\13\018.json,25
C:/Users/Manav/our_dataset/train_data\13\019.json,25
C:/Users/Manav/our_dataset/train_data\13\020.json,25
C:/Users/Manav/our_dataset/train_data\13\021.json,25
C:/Users/Manav/our_dataset/train_data\13\022.json,26
C:/Users/Manav/our_dataset/train_data\13\023.json,26
C:/Users/Manav/our_dataset/train_data\13\024.json,25
C:/Users/Manav/our_dataset/train_data\13\025.json,25
C:/Users/Manav/our_dataset/train_data\13\026.json,25
C:/Users/Manav/our_dataset/train_data\13\027.json,25
C:/Users/Manav/our_dataset/train_data\13\028.json,25
C:/Users/Manav/our_dataset/train_data\13\029.json,25
C:/Users/Manav/our_dataset/train_data\13\030.json,25
C:/Users/Manav/our_dataset/train_data\13\031.json,25
C:/Users/Manav/our_dataset/train_data\13\032.json,24
C:/Users/Manav/our_dataset/train_data\13\033.json,24
C:/Users/Manav/our_dataset/train_data\13\034.json,24
C:/Users/Manav/our_dataset/train_data\13\035.json,24
C:/Users/Manav/our_dataset/train_data\13\036.json,24
C:/Users/Manav/our_dataset/train_data\13\037.json,24
C:/Users/Manav/our_dataset/train_data\13\038.json,24
C:/Users/Manav/our_dataset/train_data\13\039.json,24
C:/Users/Manav/our_dataset/train_data\13\040.json,24
C:/Users/Manav/our_dataset/train_data\13\041.json,24
C:/Users/Manav/our_dataset/train_data\13\042.json,25
C:/Users/Manav/our_dataset/train_data\13\043.json,25
C:/Users/Manav/our_dataset/train_data\13\044.json,25
C:/Users/Manav/our_dataset/train_data\13\045.json,24
C:/Users/Manav/our_dataset/train_data\13\046.json,25
C:/Users/Manav/our_dataset/train_data\13\047.json,25
C:/Users/Manav/our_dataset/train_data\13\048.json,25
C:/Users/Manav/our_dataset/train_data\13\049.json,25
